종류,규칙,답변
품종,파피용|빠삐용," 특징] : 파피용은 프랑스어로 '나비'라는 뜻이다. 늘어진 귀가 나비같다고 하여 이런 이름을 갖게 되었다. 단결 같은 피모, 커다란 귀가 특징이다. 냄새도 적다.@ 성격] : 대담하지만 온순해서 길들이기 쉽고 어리광을 잘 부린다. 16세기의 유럽 귀족 사회에서 특별하게 여기던 개였기 때문인지 제멋대로인 면도 있다. 새끼를 잘 키운다.@ 케어방법] : 어리광부리는 개에게 공사구분을 확실하게 가르친다. 빗질은 매일 해주고 스트레스 발산을 위해 하루 한 번은 운동을 시킨다.@ 걸리기 쉬운 질병] : 슬개골 탈구, '기관허탈, 안검내반, 아토피성 피부염"
품종,시추|시츄," 특징] : 티벳 출신의 라사 압소와 페키니즈의 혼혈로 알려져 있는 중국 출신의 개. 중국어로 '사자'가 이름의 유래이다. 짧은 코가 특징이다. 몸이 튼튼해서 키우기 쉽다.@ 성격] : 작업견도 사냥견도 아니기 때문에 온후하고 사람을 매우 따른다. 경계심도 헛울음도 거의 없기 때문에 가정에서 키우기 쉬운 것도 장점이다.@ 케어방법] : 움직이는 것을 좋아하므로 매일 많은 운동을 시키고 빗질도 거르지 않는다. 주인 곁에 있고 싶어 하므로 너무 어리광부리지 않도록 주의한다.@ 걸리기 쉬운 질병] : 혈소판 감소증, '연구개 과장증, 안검내반, 아토피성 피부염, 요로결석"
품종,슈나우저|슈나우져," 특징] : 독일어로 '콧수염'(슈나우쯔)이 이름의 유래. 원래는 쥐잡이로 이용되었다. 몸이 튼튼하고 근육이 잘 발달해 있다.@ 성격] : 주인에 대한 충성심이 강하기 때문에 훈련시키기 쉽다. 반대로 경계심도 강하고 신중해서 잘 짖는 면도 있다.@ 케어방법] : 피모의 손질은 정식으로는 빗질(죽은 털 제거)을 한다. 긴 부분의 털은 청결에 신경 쓴다. 기억력이 좋으니 울지 않도록 빨리 훈련시킨다.@ 걸리기 쉬운 질병] : 당뇨병, 백내장, 정유정소, 아토피성 피부염, 요로결석증"
품종,프렌치불도그|프렌치불독|불독|불도그," 특징] : 영국의 소형 불독에 퍼그나 테리어를 교배한 것으로 보고 있다. 짧은 코와 쫑긋 선 귀, 단단한 골격이 특징이다.@ 성격] : 원래 투견이었는데 소형화 과정에서 성격도 온순하게 개량되었다. 허리와 다리가 강하기 때문에 돌아다니기를 좋아한다. 기억력이 좋고 헛울음이 적어 키우기 쉽다.@ 케어방법] : 침, 눈곱, 주름 사이의 더러움 등을 부지런히 닦아내고 몸을 청결하게 유지한다. 충분한 운동과 식사관리로 비만을 예방하는 데 신경 쓴다.@ 걸리기 쉬운 질병] : 퍼그, 안검외반, 속눈썹 이상, 백내장, 요로결석증"
품종,말티즈|몰티즈," 특징] : 작업견이나 사냥개로 이용되던 역사가 없는 타고난 반려견. 순백에 실크 같은 광택이 있는 피모를 가졌으며 밑털이 없다. 새까맣고 동그란 눈도 특징이다.@ 성격] : 지적이고 우아, 활발하고 밝고 쾌활한 반려견. 작은 몸에 어울리지 않게 용감하다. 사람의 마음을 민감하게 감지하고 어리광이 능숙한 면도 있다.@ 케어방법] : 목욕은 다른 견종보다 자주한다. 빗질은 매일 꼼꼼하게 한다. 눈, 입 주위는 항상 청결하게. 통기성이 좋지 않은 귀를 체크하는 것도 중요하다.@ 걸리기 쉬운 질병] : 유루증, 슬개골 탈구, 혈소판 감소증, 승모판 폐쇄부전, 동맥관 개존증"
품종,웰시코기|펨브룩," 특징] : 웰시 코기에는 꼬리털이 긴 가디건과 꼬리털이 짧은 펨브룩이 있는데, 모습은 비슷하지만 다른 견종으로 분류된다. 동장단족, 튼튼한 골격이 특징.@ 성격] : 원래 목축견으로 주인의 일을 도왔기 때문에 복종적이면서도 사교적이다. 소나 양을 무리로 돌아가게 하는 역할이었기 때문인지 용감하면서도 영역 의식이 강하다. 훈련시키기는 쉽다.@ 케어방법] : 무는 버릇이 있으므로 일찌감치 훈련을 시키도록 한다. 털갈이 시기에 털이 수북이 빠지므로 빗질로 꼼꼼하게 제거한다. 허리에 부담을 적게 주도록 신경 쓴다.@ 걸리기 쉬운 질병] : 추간판 헤르니아, 백내장, 슬개골 탈구, 요로결석증"
품종,시바견|시바," 특징] : 옛날 일본에서는 지방마다 특징이 다른 개가 있었는데 산지의 다른 견종끼리 교배해서 태어난 것이 현재의 시바견의 루트라고 한다. 근육질로 골격이 굵은 몸.@ 성격] : 주인에게 충성스럽고 복종심이 있기 때문에 훈련이 쉽다. 대담하고 행동력이 있지만 냉정한 판단력이 있다. 헛울음이 적고 관리하기가 쉽다.@ 케어방법] : 주인에게만 복종하는 면이 있기 때문에 일찍부터 다른 개나 사람에게 익숙해지게 한다. 몸은 튼튼하지만 상당한 운동량이 필요하다.@ 걸리기 쉬운 질병] : 아토피성 피부염, 슬개골 탈구, 녹내장, 갑상선 기능저하증, 심실 중격 결손증"
품종,퍼그," 특징] : 큰 두상에 눌린 코, 주름투성이의 얼굴 등 외모가 독특하다. 꼬리털이 감겨 있고 골격은 단단하며 운동량도 풍부하다. 보기보다 피모가 부드럽다.@ 성격] : 온화하고 복종심이 있어 훈련시키기 쉽다. 공격적인 면이 없고 헛울음도 거의 없다. 질투심이 강하다고 할 수 있다.@ 케어방법] : 빗질은 간단히 해도 된다. 더위·추위에 약하므로 관리에 신경 쓴다. 주름 사이, 눈·입 주변을 항상 청결하게 한다. 운동은 매일같이 많이 시킨다.@ 걸리기 쉬운 질병] : 연구개 과장증, 기관허탈, 속눈썹 이상, 안구 탈출, 각막염"
품종,핀셔," 특징] : 독일이나 북유럽에서 작은 해수 구제에 이용하던 중형 견종을 소형으로 개량한 것이다. 새끼사슴을 연상시키는 가냘픈 몸, 독특한 귀, 반짝거리는 눈이 특징이다. 동작은 민첩하다.@ 성격] : 반려견 중에서는 기질이 거칠고 공격적이다. 큰 상대에게도 과감하게 맞서고, 갑자기 달려들기도 한다. 주인에게는 극히 충성스럽다. 깨끗한 것을 좋아한다.@ 케어방법] : 주인에게만 복종하고 다른 사람에게는 짖거나 무는 경우가 있으므로 훈련을 철저하게 해야 한다. 사람에게 친숙해지는 훈련을. 피모는 짧게 손질하면 편리하다. 운동은 많이 시킨다.@ 걸리기 쉬운 질병] : 탈구, 레그 페르테스병, 백내장, 당뇨병"
품종,카발리아킹찰스스파니엘|카발리아," 특징] : 영국의 찰스 1, 2세가 사랑한 킹 찰스 스파니엘의 개량견. 카발리아란 '중세의 기사'를 의미한다. 몸은 균형이 잘 잡혀 있다.@ 성격] : 붙임성이 과할 정도로 사람을 좋아하고, 근본적으로 사교적이다. 온후하고 다정한 성격으로 타인에게 공격적으로 대하는 일이 거의 없다. 머리도 좋아서 훈련시키기 쉽다.@ 케어방법] : 피모 손질은 매일 해준다. 엉키기 쉬우므로 빗질을 할 때 아프지 않게 주의한다. 보기보다 활발하므로 운동은 많이 시킨다.@ 걸리기 쉬운 질병] : 승모판 폐쇄부전, 연구개 과장증, 외이염, 백내장"
품종,래브라도리트리버|레브라도리트리버|레브라도|래브라도," 특징] : 폭이 넓은 두상, 힘센 턱, 골격이 굵고 근육이 발달한 단단한 체형. 부드러운 밑털이 밀집되어 있어 추위에는 비교적 강하다. 수영이 특기.@ 성격] : 감정이 풍부하고 사람에 대한 애정도 강하다. 머리가 좋아서 훈련에 따라 스스로 판단하고 행동할 줄도 알기 때문에 경찰견이나 맹도견 등의 작업견으로도 적합하다.@ 케어방법] : 회수작업을 잘 하므로 프리스비나 공놀이 등의 운동을 추천한다. 상당한 운동량이 필요하다. 피모는 발수성이 강해서 손질이 간단하다.@ 걸리기 쉬운 질병] : 고관절 형성부전, 관절염, 위염전, 백내장, 안검외반"
품종,골든리트리버|골드리트리버|리트리버," 특징] : 원래 총에 맞아 떨어진 사냥감을 물속에서 회수(리트리브)하기 위해 일하던 개. 그 때문에 근육이 잘 발달되어 있고 단단하다. 피모가 밀집되어 있고 발수성이 있다.@ 성격] : 충성심이 강해서 반려견으로 최적. 사람을 좋아하고 호기심이 강하므로 훈련 중에 산만해지는 경향도 있다. 학습능력이 높기 때문에 잘 훈련시키면 기르기가 편하다.@ 케어방법] : 운동을 하지 못하면 스트레스가 쌓여 문제 행동을 일으키기 쉬우므로 충분히 운동시킨다. 조밀한 피모에 통풍을 위해 빗질은 매일 꼼꼼하게.@ 걸리기 쉬운 질병] : 고관절 형성부전, 심근증, 아토피성 피부염, 갑상선 기능저하증, 백내장"
품종,잭러셀테리어," 특징] : 피모에 따라 스무스와 브로큰 2종류가 있다. 여우사냥을 위해 만들어진 개인 만큼 작은 틈에서도 유턴할 수 있을 만큼 관절이 부드럽다. 발이 빠르다.@ 성격] : 탐색, 모험, 땅굴파기를 쉽게 한다. 모르는 개에게는 공격적으로 대해서 다른 동물과 함께 키우기가 어렵다. 끈기가 강하고 스테미너가 있어 잠시도 가만히 있지 못한다.@ 케어방법] : 매일 상당한 운동량이 필요하다. 멋대로 굴을 파고 들어가지 않도록 훈련을 철저하게 시켜야 한다. 피모 손질은 간단히. 최대한 커뮤니케이션을 많이 한다.@ 걸리기 쉬운 질병] : 슬개골 탈구, 마라세티아 감염증, 당뇨병, 백내장"
품종,비글," 특징] : 야생토끼사냥을 하던 수렵견이 조상. 체구는 작지만 몸이 상당히 단단하고 기민하게 움직인다. 커다랗게 늘어진 귀, 팽팽한 꼬리털, 처진 입모양이 특징.@ 성격] : 주인 이외의 다른 사람에게도 우호적이다. 흥미가 있는 것을 쫓아 단독행동을 하기도 하므로 주의가 필요. 불만이나 스트레스가 있으면 낮은 목소리로 짖기도 한다.@ 케어방법] : 커뮤니케이션을 많이 하지 않으면 스트레스를 받는다. 훈련을 철저하게 시켜 단독행동을 예방한다. 매일 충분한 운동이 필요하다. 식욕이 왕성하므로 식사량에 신경 쓴다.@ 걸리기 쉬운 질병] : 추간판 헤르니아, 고관절 형성부전, 녹내장"
품종,보더콜리," 특징] : 골격이 단단하고 지구력과 순발력, 힘을 겸비하고 있다. 피모는 짧은 스무스, 긴 웨이브가 나 있는 러프 2종. 귀 모양도 특징적이다.@ 성격] : 주인에게는 복종하고 총명, 지적호기심이 강하다. 다른 사람이나 개에게는 먼저 커뮤니케이션을 취하지 않지만 공격적이지도 않다.@ 케어방법] : 작업의욕이 있는 개이므로 일을 맡기는 듯한 느낌으로 머리와 몸 양쪽을 사용할 수 있는 운동을 충분히 시키는 것이 좋다. 빗질로 피모를 청결하게.@ 걸리기 쉬운 질병] : 고관절 형성부전, 아토피성 피부염, 백내장"
품종,아메리칸코카스파니엘," 특징] : 수렵견 그룹 중에서는 최소. 작은 체구에 비해 단단하다. 힘차고 경쾌한 걸음걸이. 비단결처럼 아름답고 긴 피모와 크고 위치가 낮은 늘어진 귀가 특징.@ 성격] : 태평하고 사람을 잘 따르고 활발하다. 감수성이 풍부하고 머리가 좋아서 주인의 기대에 부응하려고 한다. 훈련시키기도 쉽지만 어리광을 받아주면 제멋대로 된다.@ 케어방법] : 피모는 엉키기 쉬우므로 꼼꼼하게 빗질한다. 눈이나 귀, 피모가 덮고 있는 다리 등은 자주 체크하여 청결하게.@ 걸리기 쉬운 질병] : 안검내반, 백내장, 갑상선 기능저하증, 외이염"
수술,중성화수술장점|수술장점|좋은점|하는이유|장점,"수컷 강아지들은 마운팅과 성적 자극을 없애기 위해 중성화가 필수입니다. 성적 욕구가 없어지면 스트레스가 없고 성격이 온순해져 훈련하기가 쉽습니다. 또한 전립선 질병, 정소나 항문 주변의 종양 등의 질병에 걸릴 확률이 줄어듭니다. 암컷 강아지는 원하지 않는 임신을 피할 수 있으며 자궁 관련 질병(자궁축농증)이나 유방암에 걸릴 확률이 줄어듭니다."
수술,중성화수술단점|수술단점|부작용|안좋은점|안하는이유|단점,수컷 강아지는 쉽게 비만이 되는 경향이 있으며 행동이 다소 둔해지고 극히 드물게 호르몬 결핍증인 피부병에 걸리기도 합니다.(효과적인 치료법이 있으므로 문제없다). 암컷 강아지들은 나중에 자궁암에 걸리기 쉽습니다.
수술,중성화수술방법|수술방법|과정|방법,"수컷 강아지는 전신마취를 하고 좌우의 정소(고환)를 적출하고 암컷 강아지는 전신마취를 하고 개복하여 난소, 또는 난소와 자궁을 적출합니다."
수술,중성화수술입원|수술입원|입원,수컷 강아지는 입원이 필요 없고 오전 중에 데려가면 저녁 무렵에는 데리고 올 수 있습니다. 암컷 강아지는 병원에 따라 강아지는 하루 이틀 정도 입원합니다.
수술,중성화수술비용|수술비용|비용|요금|가격,수컷 강아지들은 평균 10~30만원이며 암컷 강아지들은 평균 30~35만원입니다. 병원마다 차이가 있습니다.
